Ruas Jalan Tol,Gerbang Masuk,Gerbang Keluar,Golongan Kendaraan,Tarif Tol
Surabaya - Mojokerto,WRR/Warugunung,WRR/Warugunung,Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,WRR/Warugunung,WRR/Warugunung,Golongan V,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,WRR/Warugunung,WRR/Warugunung,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,WRR/Warugunung,Driyorejo,Golongan I,"5,500.00"
Surabaya - Mojokerto,WRR/Warugunung,Driyorejo,Golongan II,"9,500.00"
Surabaya - Mojokerto,WRR/Warugunung,Driyorejo,Golongan III,"9,500.00"
Surabaya - Mojokerto,WRR/Warugunung,Driyorejo,Golongan IV,"14,000.00"
Surabaya - Mojokerto,WRR/Warugunung,Driyorejo,Golongan V,"14,000.00"
Surabaya - Mojokerto,WRR/Warugunung,Driyorejo,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,WRR/Warugunung,Krian,Golongan I,"12,500.00"
Surabaya - Mojokerto,WRR/Warugunung,Krian,Golongan II,"20,500.00"
Surabaya - Mojokerto,WRR/Warugunung,Krian,Golongan III,"20,500.00"
Surabaya - Mojokerto,WRR/Warugunung,Krian,Golongan IV,"31,000.00"
Surabaya - Mojokerto,WRR/Warugunung,Krian,Golongan V,"31,000.00"
Surabaya - Mojokerto,WRR/Warugunung,Krian,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,WRR/Warugunung,Mojokerto,Golongan I,"30,500.00"
Surabaya - Mojokerto,WRR/Warugunung,Mojokerto,Golongan II,"50,000.00"
Surabaya - Mojokerto,WRR/Warugunung,Mojokerto,Golongan III,"50,000.00"
Surabaya - Mojokerto,WRR/Warugunung,Mojokerto,Golongan IV,"75,500.00"
Surabaya - Mojokerto,WRR/Warugunung,Mojokerto,Golongan V,"31,000.00"
Surabaya - Mojokerto,WRR/Warugunung,Mojokerto,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Waru (Transaksi Terbuka),Golongan I,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Waru (Transaksi Terbuka),Golongan II,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Waru (Transaksi Terbuka),Golongan III,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Waru (Transaksi Terbuka),Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Waru (Transaksi Terbuka),Golongan V,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Waru (Transaksi Terbuka),Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Sepanjang (Transaksi Terbuka),Golongan I,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Sepanjang (Transaksi Terbuka),Golongan II,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Sepanjang (Transaksi Terbuka),Golongan III,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Sepanjang (Transaksi Terbuka),Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Sepanjang (Transaksi Terbuka),Golongan V,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Sepanjang (Transaksi Terbuka),Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,WRR/Warugunung (Transaksi Terbuka),Golongan I,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,WRR/Warugunung (Transaksi Terbuka),Golongan II,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,WRR/Warugunung (Transaksi Terbuka),Golongan III,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,WRR/Warugunung (Transaksi Terbuka),Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,WRR/Warugunung (Transaksi Terbuka),Golongan V,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,WRR/Warugunung (Transaksi Terbuka),Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,WRR/Warugunung,Golongan I,"5,500.00"
Surabaya - Mojokerto,Driyorejo,WRR/Warugunung,Golongan II,"9,500.00"
Surabaya - Mojokerto,Driyorejo,WRR/Warugunung,Golongan III,"9,500.00"
Surabaya - Mojokerto,Driyorejo,WRR/Warugunung,Golongan IV,"14,000.00"
Surabaya - Mojokerto,Driyorejo,WRR/Warugunung,Golongan V,"14,000.00"
Surabaya - Mojokerto,Driyorejo,WRR/Warugunung,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Driyorejo,Golongan I,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Driyorejo,Golongan II,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Driyorejo,Golongan III,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Driyorejo,Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Driyorejo,Golongan V,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Driyorejo,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Krian,Golongan I,"7,000.00"
Surabaya - Mojokerto,Driyorejo,Krian,Golongan II,"11,000.00"
Surabaya - Mojokerto,Driyorejo,Krian,Golongan III,"11,000.00"
Surabaya - Mojokerto,Driyorejo,Krian,Golongan IV,"17,000.00"
Surabaya - Mojokerto,Driyorejo,Krian,Golongan V,"17,000.00"
Surabaya - Mojokerto,Driyorejo,Krian,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Driyorejo,Mojokerto,Golongan I,"25,000.00"
Surabaya - Mojokerto,Driyorejo,Mojokerto,Golongan II,"40,500.00"
Surabaya - Mojokerto,Driyorejo,Mojokerto,Golongan III,"40,500.00"
Surabaya - Mojokerto,Driyorejo,Mojokerto,Golongan IV,"61,500.00"
Surabaya - Mojokerto,Driyorejo,Mojokerto,Golongan V,"61,500.00"
Surabaya - Mojokerto,Driyorejo,Mojokerto,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Waru (Transaksi Terbuka),Golongan I,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Waru (Transaksi Terbuka),Golongan II,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Waru (Transaksi Terbuka),Golongan III,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Waru (Transaksi Terbuka),Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Waru (Transaksi Terbuka),Golongan V,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Waru (Transaksi Terbuka),Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Sepanjang (Transaksi Terbuka),Golongan I,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Sepanjang (Transaksi Terbuka),Golongan II,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Sepanjang (Transaksi Terbuka),Golongan III,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Sepanjang (Transaksi Terbuka),Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Sepanjang (Transaksi Terbuka),Golongan V,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Sepanjang (Transaksi Terbuka),Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,WRR/Warugunung (Transaksi Terbuka),Golongan I,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,WRR/Warugunung (Transaksi Terbuka),Golongan II,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,WRR/Warugunung (Transaksi Terbuka),Golongan III,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,WRR/Warugunung (Transaksi Terbuka),Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,WRR/Warugunung (Transaksi Terbuka),Golongan V,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,WRR/Warugunung (Transaksi Terbuka),Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,WRR/Warugunung,Golongan I,"12,500.00"
Surabaya - Mojokerto,Krian,WRR/Warugunung,Golongan II,"20,500.00"
Surabaya - Mojokerto,Krian,WRR/Warugunung,Golongan III,"20,500.00"
Surabaya - Mojokerto,Krian,WRR/Warugunung,Golongan IV,"31,000.00"
Surabaya - Mojokerto,Krian,WRR/Warugunung,Golongan V,"31,000.00"
Surabaya - Mojokerto,Krian,WRR/Warugunung,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Driyorejo,Golongan I,"7,000.00"
Surabaya - Mojokerto,Krian,Driyorejo,Golongan II,"11,000.00"
Surabaya - Mojokerto,Krian,Driyorejo,Golongan III,"11,000.00"
Surabaya - Mojokerto,Krian,Driyorejo,Golongan IV,"17,000.00"
Surabaya - Mojokerto,Krian,Driyorejo,Golongan V,"17,000.00"
Surabaya - Mojokerto,Krian,Driyorejo,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Krian,Golongan I,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Krian,Golongan II,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Krian,Golongan III,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Krian,Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Krian,Golongan V,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Krian,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Krian,Mojokerto,Golongan I,"18,000.00"
Surabaya - Mojokerto,Krian,Mojokerto,Golongan II,"29,500.00"
Surabaya - Mojokerto,Krian,Mojokerto,Golongan III,"29,500.00"
Surabaya - Mojokerto,Krian,Mojokerto,Golongan IV,"44,500.00"
Surabaya - Mojokerto,Krian,Mojokerto,Golongan V,"44,500.00"
Surabaya - Mojokerto,Krian,Mojokerto,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Waru (Transaksi Terbuka),Golongan I,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Waru (Transaksi Terbuka),Golongan II,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Waru (Transaksi Terbuka),Golongan III,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Waru (Transaksi Terbuka),Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Waru (Transaksi Terbuka),Golongan V,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Waru (Transaksi Terbuka),Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Sepanjang (Transaksi Terbuka),Golongan I,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Sepanjang (Transaksi Terbuka),Golongan II,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Sepanjang (Transaksi Terbuka),Golongan III,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Sepanjang (Transaksi Terbuka),Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Sepanjang (Transaksi Terbuka),Golongan V,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Sepanjang (Transaksi Terbuka),Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,WRR/Warugunung (Transaksi Terbuka),Golongan I,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,WRR/Warugunung (Transaksi Terbuka),Golongan II,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,WRR/Warugunung (Transaksi Terbuka),Golongan III,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,WRR/Warugunung (Transaksi Terbuka),Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,WRR/Warugunung (Transaksi Terbuka),Golongan V,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,WRR/Warugunung (Transaksi Terbuka),Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,WRR/Warugunung,Golongan I,"30,500.00"
Surabaya - Mojokerto,Mojokerto,WRR/Warugunung,Golongan II,"50,000.00"
Surabaya - Mojokerto,Mojokerto,WRR/Warugunung,Golongan III,"50,000.00"
Surabaya - Mojokerto,Mojokerto,WRR/Warugunung,Golongan IV,"75,500.00"
Surabaya - Mojokerto,Mojokerto,WRR/Warugunung,Golongan V,"75,500.00"
Surabaya - Mojokerto,Mojokerto,WRR/Warugunung,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Driyorejo,Golongan I,"25,000.00"
Surabaya - Mojokerto,Mojokerto,Driyorejo,Golongan II,"40,500.00"
Surabaya - Mojokerto,Mojokerto,Driyorejo,Golongan III,"40,500.00"
Surabaya - Mojokerto,Mojokerto,Driyorejo,Golongan IV,"61,500.00"
Surabaya - Mojokerto,Mojokerto,Driyorejo,Golongan V,"61,500.00"
Surabaya - Mojokerto,Mojokerto,Driyorejo,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Krian,Golongan I,"18,000.00"
Surabaya - Mojokerto,Mojokerto,Krian,Golongan II,"29,500.00"
Surabaya - Mojokerto,Mojokerto,Krian,Golongan III,"29,500.00"
Surabaya - Mojokerto,Mojokerto,Krian,Golongan IV,"44,500.00"
Surabaya - Mojokerto,Mojokerto,Krian,Golongan V,"44,500.00"
Surabaya - Mojokerto,Mojokerto,Krian,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Mojokerto,Golongan I,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Mojokerto,Golongan II,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Mojokerto,Golongan III,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Mojokerto,Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Mojokerto,Golongan V,TARIF TIDAK DITEMUKAN
Surabaya - Mojokerto,Mojokerto,Mojokerto,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Dupak,Dupak,Golongan I,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Dupak,Dupak,Golongan II,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Dupak,Dupak,Golongan III,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Dupak,Dupak,Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Dupak,Dupak,Golongan V,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Dupak,Dupak,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Dupak,Tandes,Golongan I,"3,000.00"
Surabaya-Gresik,Dupak,Tandes,Golongan II,"4,500.00"
Surabaya-Gresik,Dupak,Tandes,Golongan III,"4,500.00"
Surabaya-Gresik,Dupak,Tandes,Golongan IV,"5,500.00"
Surabaya-Gresik,Dupak,Tandes,Golongan V,"5,500.00"
Surabaya-Gresik,Dupak,Tandes,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Dupak,Romo Kalisari,Golongan I,"7,500.00"
Surabaya-Gresik,Dupak,Romo Kalisari,Golongan II,"11,000.00"
Surabaya-Gresik,Dupak,Romo Kalisari,Golongan III,"11,000.00"
Surabaya-Gresik,Dupak,Romo Kalisari,Golongan IV,"14,500.00"
Surabaya-Gresik,Dupak,Romo Kalisari,Golongan V,"14,500.00"
Surabaya-Gresik,Dupak,Romo Kalisari,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Dupak,Kebomas,Golongan I,"13,500.00"
Surabaya-Gresik,Dupak,Kebomas,Golongan II,"20,000.00"
Surabaya-Gresik,Dupak,Kebomas,Golongan III,"20,000.00"
Surabaya-Gresik,Dupak,Kebomas,Golongan IV,"27,000.00"
Surabaya-Gresik,Dupak,Kebomas,Golongan V,"27,000.00"
Surabaya-Gresik,Dupak,Kebomas,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Dupak,Manyar,Golongan I,"17,000.00"
Surabaya-Gresik,Dupak,Manyar,Golongan II,"25,500.00"
Surabaya-Gresik,Dupak,Manyar,Golongan III,"25,500.00"
Surabaya-Gresik,Dupak,Manyar,Golongan IV,"34,000.00"
Surabaya-Gresik,Dupak,Manyar,Golongan V,"34,000.00"
Surabaya-Gresik,Dupak,Manyar,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Tandes,Dupak,Golongan I,"3,000.00"
Surabaya-Gresik,Tandes,Dupak,Golongan II,"4,500.00"
Surabaya-Gresik,Tandes,Dupak,Golongan III,"4,500.00"
Surabaya-Gresik,Tandes,Dupak,Golongan IV,"5,500.00"
Surabaya-Gresik,Tandes,Dupak,Golongan V,"5,500.00"
Surabaya-Gresik,Tandes,Dupak,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Tandes,Tandes,Golongan I,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Tandes,Tandes,Golongan II,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Tandes,Tandes,Golongan III,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Tandes,Tandes,Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Tandes,Tandes,Golongan V,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Tandes,Tandes,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Tandes,Romo Kalisari,Golongan I,"4,500.00"
Surabaya-Gresik,Tandes,Romo Kalisari,Golongan II,"6,500.00"
Surabaya-Gresik,Tandes,Romo Kalisari,Golongan III,"6,500.00"
Surabaya-Gresik,Tandes,Romo Kalisari,Golongan IV,"9,000.00"
Surabaya-Gresik,Tandes,Romo Kalisari,Golongan V,"9,000.00"
Surabaya-Gresik,Tandes,Romo Kalisari,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Tandes,Kebomas,Golongan I,"10,500.00"
Surabaya-Gresik,Tandes,Kebomas,Golongan II,"16,000.00"
Surabaya-Gresik,Tandes,Kebomas,Golongan III,"16,000.00"
Surabaya-Gresik,Tandes,Kebomas,Golongan IV,"21,000.00"
Surabaya-Gresik,Tandes,Kebomas,Golongan V,"21,000.00"
Surabaya-Gresik,Tandes,Kebomas,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Tandes,Manyar,Golongan I,"14,000.00"
Surabaya-Gresik,Tandes,Manyar,Golongan II,"21,000.00"
Surabaya-Gresik,Tandes,Manyar,Golongan III,"21,000.00"
Surabaya-Gresik,Tandes,Manyar,Golongan IV,"28,000.00"
Surabaya-Gresik,Tandes,Manyar,Golongan V,"28,000.00"
Surabaya-Gresik,Tandes,Manyar,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Romo Kalisari,Dupak,Golongan I,"7,500.00"
Surabaya-Gresik,Romo Kalisari,Dupak,Golongan II,"11,000.00"
Surabaya-Gresik,Romo Kalisari,Dupak,Golongan III,"11,000.00"
Surabaya-Gresik,Romo Kalisari,Dupak,Golongan IV,"14,500.00"
Surabaya-Gresik,Romo Kalisari,Dupak,Golongan V,"14,500.00"
Surabaya-Gresik,Romo Kalisari,Dupak,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Romo Kalisari,Tandes,Golongan I,"4,500.00"
Surabaya-Gresik,Romo Kalisari,Tandes,Golongan II,"6,500.00"
Surabaya-Gresik,Romo Kalisari,Tandes,Golongan III,"6,500.00"
Surabaya-Gresik,Romo Kalisari,Tandes,Golongan IV,"9,000.00"
Surabaya-Gresik,Romo Kalisari,Tandes,Golongan V,"9,000.00"
Surabaya-Gresik,Romo Kalisari,Tandes,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Romo Kalisari,Romo Kalisari,Golongan I,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Romo Kalisari,Romo Kalisari,Golongan II,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Romo Kalisari,Romo Kalisari,Golongan III,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Romo Kalisari,Romo Kalisari,Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Romo Kalisari,Romo Kalisari,Golongan V,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Romo Kalisari,Romo Kalisari,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Romo Kalisari,Kebomas,Golongan I,"6,000.00"
Surabaya-Gresik,Romo Kalisari,Kebomas,Golongan II,"9,000.00"
Surabaya-Gresik,Romo Kalisari,Kebomas,Golongan III,"9,000.00"
Surabaya-Gresik,Romo Kalisari,Kebomas,Golongan IV,"12,500.00"
Surabaya-Gresik,Romo Kalisari,Kebomas,Golongan V,"12,500.00"
Surabaya-Gresik,Romo Kalisari,Kebomas,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Romo Kalisari,Manyar,Golongan I,"9,500.00"
Surabaya-Gresik,Romo Kalisari,Manyar,Golongan II,"14,500.00"
Surabaya-Gresik,Romo Kalisari,Manyar,Golongan III,"14,500.00"
Surabaya-Gresik,Romo Kalisari,Manyar,Golongan IV,"19,500.00"
Surabaya-Gresik,Romo Kalisari,Manyar,Golongan V,"19,500.00"
Surabaya-Gresik,Romo Kalisari,Manyar,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Kebomas,Dupak,Golongan I,"13,500.00"
Surabaya-Gresik,Kebomas,Dupak,Golongan II,"20,000.00"
Surabaya-Gresik,Kebomas,Dupak,Golongan III,"20,000.00"
Surabaya-Gresik,Kebomas,Dupak,Golongan IV,"27,000.00"
Surabaya-Gresik,Kebomas,Dupak,Golongan V,"27,000.00"
Surabaya-Gresik,Kebomas,Dupak,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Kebomas,Tandes,Golongan I,"10,500.00"
Surabaya-Gresik,Kebomas,Tandes,Golongan II,"16,000.00"
Surabaya-Gresik,Kebomas,Tandes,Golongan III,"16,000.00"
Surabaya-Gresik,Kebomas,Tandes,Golongan IV,"21,000.00"
Surabaya-Gresik,Kebomas,Tandes,Golongan V,"21,000.00"
Surabaya-Gresik,Kebomas,Tandes,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Kebomas,Romo Kalisari,Golongan I,"6,000.00"
Surabaya-Gresik,Kebomas,Romo Kalisari,Golongan II,"9,000.00"
Surabaya-Gresik,Kebomas,Romo Kalisari,Golongan III,"9,000.00"
Surabaya-Gresik,Kebomas,Romo Kalisari,Golongan IV,"12,500.00"
Surabaya-Gresik,Kebomas,Romo Kalisari,Golongan V,"12,500.00"
Surabaya-Gresik,Kebomas,Romo Kalisari,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Kebomas,Kebomas,Golongan I,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Kebomas,Kebomas,Golongan II,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Kebomas,Kebomas,Golongan III,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Kebomas,Kebomas,Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Kebomas,Kebomas,Golongan V,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Kebomas,Kebomas,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Kebomas,Manyar,Golongan I,"3,500.00"
Surabaya-Gresik,Kebomas,Manyar,Golongan II,"5,500.00"
Surabaya-Gresik,Kebomas,Manyar,Golongan III,"5,500.00"
Surabaya-Gresik,Kebomas,Manyar,Golongan IV,"7,000.00"
Surabaya-Gresik,Kebomas,Manyar,Golongan V,"7,000.00"
Surabaya-Gresik,Kebomas,Manyar,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Manyar,Dupak,Golongan I,"17,000.00"
Surabaya-Gresik,Manyar,Dupak,Golongan II,"25,500.00"
Surabaya-Gresik,Manyar,Dupak,Golongan III,"25,500.00"
Surabaya-Gresik,Manyar,Dupak,Golongan IV,"34,000.00"
Surabaya-Gresik,Manyar,Dupak,Golongan V,"34,000.00"
Surabaya-Gresik,Manyar,Dupak,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Manyar,Tandes,Golongan I,"14,000.00"
Surabaya-Gresik,Manyar,Tandes,Golongan II,"21,000.00"
Surabaya-Gresik,Manyar,Tandes,Golongan III,"21,000.00"
Surabaya-Gresik,Manyar,Tandes,Golongan IV,"28,000.00"
Surabaya-Gresik,Manyar,Tandes,Golongan V,"28,000.00"
Surabaya-Gresik,Manyar,Tandes,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Manyar,Romo Kalisari,Golongan I,"9,500.00"
Surabaya-Gresik,Manyar,Romo Kalisari,Golongan II,"14,500.00"
Surabaya-Gresik,Manyar,Romo Kalisari,Golongan III,"14,500.00"
Surabaya-Gresik,Manyar,Romo Kalisari,Golongan IV,"19,500.00"
Surabaya-Gresik,Manyar,Romo Kalisari,Golongan V,"19,500.00"
Surabaya-Gresik,Manyar,Romo Kalisari,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Manyar,Kebomas,Golongan I,"3,500.00"
Surabaya-Gresik,Manyar,Kebomas,Golongan II,"5,500.00"
Surabaya-Gresik,Manyar,Kebomas,Golongan III,"5,500.00"
Surabaya-Gresik,Manyar,Kebomas,Golongan IV,"7,000.00"
Surabaya-Gresik,Manyar,Kebomas,Golongan V,"7,000.00"
Surabaya-Gresik,Manyar,Kebomas,Golongan VI,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Manyar,Manyar,Golongan I,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Manyar,Manyar,Golongan II,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Manyar,Manyar,Golongan III,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Manyar,Manyar,Golongan IV,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Manyar,Manyar,Golongan V,TARIF TIDAK DITEMUKAN
Surabaya-Gresik,Manyar,Manyar,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikupa,Cikupa,Golongan I,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikupa,Cikupa,Golongan II,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikupa,Cikupa,Golongan III,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikupa,Cikupa,Golongan IV,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikupa,Cikupa,Golongan V,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikupa,Cikupa,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikupa,Balaraja Timur,Golongan I,"2,500.00"
Tangerang - Merak,Cikupa,Balaraja Timur,Golongan II,"4,000.00"
