Ruas Jalan Tol,Gerbang Masuk,Gerbang Keluar,Golongan Kendaraan,Tarif Tol
Tangerang - Merak,Cikupa,Balaraja Timur,Golongan III,"4,000.00"
Tangerang - Merak,Cikupa,Balaraja Timur,Golongan IV,"5,500.00"
Tangerang - Merak,Cikupa,Balaraja Timur,Golongan V,"5,500.00"
Tangerang - Merak,Cikupa,Balaraja Timur,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikupa,Balaraja Barat,Golongan I,"5,000.00"
Tangerang - Merak,Cikupa,Balaraja Barat,Golongan II,"7,500.00"
Tangerang - Merak,Cikupa,Balaraja Barat,Golongan III,"7,500.00"
Tangerang - Merak,Cikupa,Balaraja Barat,Golongan IV,"9,500.00"
Tangerang - Merak,Cikupa,Balaraja Barat,Golongan V,"9,500.00"
Tangerang - Merak,Cikupa,Balaraja Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikupa,Cikande,Golongan I,"13,500.00"
Tangerang - Merak,Cikupa,Cikande,Golongan II,"21,000.00"
Tangerang - Merak,Cikupa,Cikande,Golongan III,"21,000.00"
Tangerang - Merak,Cikupa,Cikande,Golongan IV,"27,500.00"
Tangerang - Merak,Cikupa,Cikande,Golongan V,"27,500.00"
Tangerang - Merak,Cikupa,Cikande,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikupa,Ciujung,Golongan I,"18,500.00"
Tangerang - Merak,Cikupa,Ciujung,Golongan II,"29,000.00"
Tangerang - Merak,Cikupa,Ciujung,Golongan III,"29,000.00"
Tangerang - Merak,Cikupa,Ciujung,Golongan IV,"37,500.00"
Tangerang - Merak,Cikupa,Ciujung,Golongan V,"37,500.00"
Tangerang - Merak,Cikupa,Ciujung,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikupa,Serang Timur ,Golongan I,"26,500.00"
Tangerang - Merak,Cikupa,Serang Timur ,Golongan II,"41,500.00"
Tangerang - Merak,Cikupa,Serang Timur ,Golongan III,"41,500.00"
Tangerang - Merak,Cikupa,Serang Timur ,Golongan IV,"53,500.00"
Tangerang - Merak,Cikupa,Serang Timur ,Golongan V,"53,500.00"
Tangerang - Merak,Cikupa,Serang Timur ,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikupa,Serang Barat,Golongan I,"30,000.00"
Tangerang - Merak,Cikupa,Serang Barat,Golongan II,"47,000.00"
Tangerang - Merak,Cikupa,Serang Barat,Golongan III,"47,000.00"
Tangerang - Merak,Cikupa,Serang Barat,Golongan IV,"61,000.00"
Tangerang - Merak,Cikupa,Serang Barat,Golongan V,"61,000.00"
Tangerang - Merak,Cikupa,Serang Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikupa,Cilegon Timur,Golongan I,"36,500.00"
Tangerang - Merak,Cikupa,Cilegon Timur,Golongan II,"57,000.00"
Tangerang - Merak,Cikupa,Cilegon Timur,Golongan III,"57,000.00"
Tangerang - Merak,Cikupa,Cilegon Timur,Golongan IV,"74,000.00"
Tangerang - Merak,Cikupa,Cilegon Timur,Golongan V,"74,000.00"
Tangerang - Merak,Cikupa,Cilegon Timur,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikupa,Cilegon Barat,Golongan I,"41,500.00"
Tangerang - Merak,Cikupa,Cilegon Barat,Golongan II,"65,500.00"
Tangerang - Merak,Cikupa,Cilegon Barat,Golongan III,"65,500.00"
Tangerang - Merak,Cikupa,Cilegon Barat,Golongan IV,"84,500.00"
Tangerang - Merak,Cikupa,Cilegon Barat,Golongan V,"84,500.00"
Tangerang - Merak,Cikupa,Cilegon Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikupa,Merak,Golongan I,"44,000.00"
Tangerang - Merak,Cikupa,Merak,Golongan II,"69,000.00"
Tangerang - Merak,Cikupa,Merak,Golongan III,"69,000.00"
Tangerang - Merak,Cikupa,Merak,Golongan IV,"89,000.00"
Tangerang - Merak,Cikupa,Merak,Golongan V,"89,000.00"
Tangerang - Merak,Cikupa,Merak,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Timur,Cikupa,Golongan I,"2,500.00"
Tangerang - Merak,Balaraja Timur,Cikupa,Golongan II,"4,000.00"
Tangerang - Merak,Balaraja Timur,Cikupa,Golongan III,"4,000.00"
Tangerang - Merak,Balaraja Timur,Cikupa,Golongan IV,"5,500.00"
Tangerang - Merak,Balaraja Timur,Cikupa,Golongan V,"5,500.00"
Tangerang - Merak,Balaraja Timur,Cikupa,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Timur,Balaraja Timur,Golongan I,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Timur,Balaraja Timur,Golongan II,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Timur,Balaraja Timur,Golongan III,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Timur,Balaraja Timur,Golongan IV,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Timur,Balaraja Timur,Golongan V,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Timur,Balaraja Timur,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Timur,Balaraja Barat,Golongan I,"2,000.00"
Tangerang - Merak,Balaraja Timur,Balaraja Barat,Golongan II,"3,500.00"
Tangerang - Merak,Balaraja Timur,Balaraja Barat,Golongan III,"3,500.00"
Tangerang - Merak,Balaraja Timur,Balaraja Barat,Golongan IV,"4,500.00"
Tangerang - Merak,Balaraja Timur,Balaraja Barat,Golongan V,"4,500.00"
Tangerang - Merak,Balaraja Timur,Balaraja Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Timur,Cikande,Golongan I,"11,000.00"
Tangerang - Merak,Balaraja Timur,Cikande,Golongan II,"17,000.00"
Tangerang - Merak,Balaraja Timur,Cikande,Golongan III,"17,000.00"
Tangerang - Merak,Balaraja Timur,Cikande,Golongan IV,"22,000.00"
Tangerang - Merak,Balaraja Timur,Cikande,Golongan V,"22,000.00"
Tangerang - Merak,Balaraja Timur,Cikande,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Timur,Ciujung,Golongan I,"16,000.00"
Tangerang - Merak,Balaraja Timur,Ciujung,Golongan II,"25,000.00"
Tangerang - Merak,Balaraja Timur,Ciujung,Golongan III,"25,000.00"
Tangerang - Merak,Balaraja Timur,Ciujung,Golongan IV,"32,000.00"
Tangerang - Merak,Balaraja Timur,Ciujung,Golongan V,"32,000.00"
Tangerang - Merak,Balaraja Timur,Ciujung,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Timur,Serang Timur ,Golongan I,"24,000.00"
Tangerang - Merak,Balaraja Timur,Serang Timur ,Golongan II,"37,500.00"
Tangerang - Merak,Balaraja Timur,Serang Timur ,Golongan III,"43,000.00"
Tangerang - Merak,Balaraja Timur,Serang Timur ,Golongan IV,"48,500.00"
Tangerang - Merak,Balaraja Timur,Serang Timur ,Golongan V,"48,500.00"
Tangerang - Merak,Balaraja Timur,Serang Timur ,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Timur,Serang Barat,Golongan I,"27,500.00"
Tangerang - Merak,Balaraja Timur,Serang Barat,Golongan II,"61,000.00"
Tangerang - Merak,Balaraja Timur,Serang Barat,Golongan III,"43,000.00"
Tangerang - Merak,Balaraja Timur,Serang Barat,Golongan IV,"55,500.00"
Tangerang - Merak,Balaraja Timur,Serang Barat,Golongan V,"55,500.00"
Tangerang - Merak,Balaraja Timur,Serang Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Timur,Cilegon Timur,Golongan I,"33,500.00"
Tangerang - Merak,Balaraja Timur,Cilegon Timur,Golongan II,"53,000.00"
Tangerang - Merak,Balaraja Timur,Cilegon Timur,Golongan III,"43,000.00"
Tangerang - Merak,Balaraja Timur,Cilegon Timur,Golongan IV,"68,500.00"
Tangerang - Merak,Balaraja Timur,Cilegon Timur,Golongan V,"55,500.00"
Tangerang - Merak,Balaraja Timur,Cilegon Timur,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Timur,Cilegon Barat,Golongan I,"39,000.00"
Tangerang - Merak,Balaraja Timur,Cilegon Barat,Golongan II,"61,000.00"
Tangerang - Merak,Balaraja Timur,Cilegon Barat,Golongan III,"61,000.00"
Tangerang - Merak,Balaraja Timur,Cilegon Barat,Golongan IV,"79,000.00"
Tangerang - Merak,Balaraja Timur,Cilegon Barat,Golongan V,"79,000.00"
Tangerang - Merak,Balaraja Timur,Cilegon Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Timur,Merak,Golongan I,"41,000.00"
Tangerang - Merak,Balaraja Timur,Merak,Golongan II,"64,500.00"
Tangerang - Merak,Balaraja Timur,Merak,Golongan III,"64,500.00"
Tangerang - Merak,Balaraja Timur,Merak,Golongan IV,"83,500.00"
Tangerang - Merak,Balaraja Timur,Merak,Golongan V,"83,500.00"
Tangerang - Merak,Balaraja Timur,Merak,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Barat,Cikupa,Golongan I,"5,000.00"
Tangerang - Merak,Balaraja Barat,Cikupa,Golongan II,"7,500.00"
Tangerang - Merak,Balaraja Barat,Cikupa,Golongan III,"7,500.00"
Tangerang - Merak,Balaraja Barat,Cikupa,Golongan IV,"9,500.00"
Tangerang - Merak,Balaraja Barat,Cikupa,Golongan V,"9,500.00"
Tangerang - Merak,Balaraja Barat,Cikupa,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Barat,Balaraja Timur,Golongan I,"2,000.00"
Tangerang - Merak,Balaraja Barat,Balaraja Timur,Golongan II,"3,500.00"
Tangerang - Merak,Balaraja Barat,Balaraja Timur,Golongan III,"3,500.00"
Tangerang - Merak,Balaraja Barat,Balaraja Timur,Golongan IV,"4,500.00"
Tangerang - Merak,Balaraja Barat,Balaraja Timur,Golongan V,"4,500.00"
Tangerang - Merak,Balaraja Barat,Balaraja Timur,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Barat,Balaraja Barat,Golongan I,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Barat,Balaraja Barat,Golongan II,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Barat,Balaraja Barat,Golongan III,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Barat,Balaraja Barat,Golongan IV,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Barat,Balaraja Barat,Golongan V,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Barat,Balaraja Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Barat,Cikande,Golongan I,"8,500.00"
Tangerang - Merak,Balaraja Barat,Cikande,Golongan II,"13,500.00"
Tangerang - Merak,Balaraja Barat,Cikande,Golongan III,"13,500.00"
Tangerang - Merak,Balaraja Barat,Cikande,Golongan IV,"17,500.00"
Tangerang - Merak,Balaraja Barat,Cikande,Golongan V,"17,500.00"
Tangerang - Merak,Balaraja Barat,Cikande,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Barat,Ciujung,Golongan I,"13,500.00"
Tangerang - Merak,Balaraja Barat,Ciujung,Golongan II,"21,500.00"
Tangerang - Merak,Balaraja Barat,Ciujung,Golongan III,"21,500.00"
Tangerang - Merak,Balaraja Barat,Ciujung,Golongan IV,"27,500.00"
Tangerang - Merak,Balaraja Barat,Ciujung,Golongan V,"27,500.00"
Tangerang - Merak,Balaraja Barat,Ciujung,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Barat,Serang Timur ,Golongan I,"21,500.00"
Tangerang - Merak,Balaraja Barat,Serang Timur ,Golongan II,"34,000.00"
Tangerang - Merak,Balaraja Barat,Serang Timur ,Golongan III,"34,000.00"
Tangerang - Merak,Balaraja Barat,Serang Timur ,Golongan IV,"44,000.00"
Tangerang - Merak,Balaraja Barat,Serang Timur ,Golongan V,"44,000.00"
Tangerang - Merak,Balaraja Barat,Serang Timur ,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Barat,Serang Barat,Golongan I,"25,000.00"
Tangerang - Merak,Balaraja Barat,Serang Barat,Golongan II,"39,500.00"
Tangerang - Merak,Balaraja Barat,Serang Barat,Golongan III,"39,500.00"
Tangerang - Merak,Balaraja Barat,Serang Barat,Golongan IV,"51,000.00"
Tangerang - Merak,Balaraja Barat,Serang Barat,Golongan V,"51,000.00"
Tangerang - Merak,Balaraja Barat,Serang Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Barat,Cilegon Timur,Golongan I,"31,500.00"
Tangerang - Merak,Balaraja Barat,Cilegon Timur,Golongan II,"49,500.00"
Tangerang - Merak,Balaraja Barat,Cilegon Timur,Golongan III,"49,500.00"
Tangerang - Merak,Balaraja Barat,Cilegon Timur,Golongan IV,"64,000.00"
Tangerang - Merak,Balaraja Barat,Cilegon Timur,Golongan V,"64,000.00"
Tangerang - Merak,Balaraja Barat,Cilegon Timur,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Barat,Cilegon Barat,Golongan I,"37,000.00"
Tangerang - Merak,Balaraja Barat,Cilegon Barat,Golongan II,"57,500.00"
Tangerang - Merak,Balaraja Barat,Cilegon Barat,Golongan III,"57,500.00"
Tangerang - Merak,Balaraja Barat,Cilegon Barat,Golongan IV,"74,500.00"
Tangerang - Merak,Balaraja Barat,Cilegon Barat,Golongan V,"74,500.00"
Tangerang - Merak,Balaraja Barat,Cilegon Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Balaraja Barat,Merak,Golongan I,"39,000.00"
Tangerang - Merak,Balaraja Barat,Merak,Golongan II,"61,500.00"
Tangerang - Merak,Balaraja Barat,Merak,Golongan III,"61,500.00"
Tangerang - Merak,Balaraja Barat,Merak,Golongan IV,"61,500.00"
Tangerang - Merak,Balaraja Barat,Merak,Golongan V,"79,500.00"
Tangerang - Merak,Balaraja Barat,Merak,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikande,Cikupa,Golongan I,"13,500.00"
Tangerang - Merak,Cikande,Cikupa,Golongan II,"21,000.00"
Tangerang - Merak,Cikande,Cikupa,Golongan III,"21,000.00"
Tangerang - Merak,Cikande,Cikupa,Golongan IV,"27,500.00"
Tangerang - Merak,Cikande,Cikupa,Golongan V,"27,500.00"
Tangerang - Merak,Cikande,Cikupa,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikande,Balaraja Timur,Golongan I,"11,000.00"
Tangerang - Merak,Cikande,Balaraja Timur,Golongan II,"17,000.00"
Tangerang - Merak,Cikande,Balaraja Timur,Golongan III,"17,000.00"
Tangerang - Merak,Cikande,Balaraja Timur,Golongan IV,"22,000.00"
Tangerang - Merak,Cikande,Balaraja Timur,Golongan V,"22,000.00"
Tangerang - Merak,Cikande,Balaraja Timur,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikande,Balaraja Barat,Golongan I,"8,500.00"
Tangerang - Merak,Cikande,Balaraja Barat,Golongan II,"13,500.00"
Tangerang - Merak,Cikande,Balaraja Barat,Golongan III,"13,500.00"
Tangerang - Merak,Cikande,Balaraja Barat,Golongan IV,"17,500.00"
Tangerang - Merak,Cikande,Balaraja Barat,Golongan V,"17,500.00"
Tangerang - Merak,Cikande,Balaraja Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikande,Cikande,Golongan I,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikande,Cikande,Golongan II,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikande,Cikande,Golongan III,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikande,Cikande,Golongan IV,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikande,Cikande,Golongan V,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikande,Cikande,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikande,Ciujung,Golongan I,"5,000.00"
Tangerang - Merak,Cikande,Ciujung,Golongan II,"7,500.00"
Tangerang - Merak,Cikande,Ciujung,Golongan III,"7,500.00"
Tangerang - Merak,Cikande,Ciujung,Golongan IV,"10,000.00"
Tangerang - Merak,Cikande,Ciujung,Golongan V,"10,000.00"
Tangerang - Merak,Cikande,Ciujung,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikande,Serang Timur ,Golongan I,"13,000.00"
Tangerang - Merak,Cikande,Serang Timur ,Golongan II,"20,500.00"
Tangerang - Merak,Cikande,Serang Timur ,Golongan III,"20,500.00"
Tangerang - Merak,Cikande,Serang Timur ,Golongan IV,"26,000.00"
Tangerang - Merak,Cikande,Serang Timur ,Golongan V,"26,000.00"
Tangerang - Merak,Cikande,Serang Timur ,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikande,Serang Barat,Golongan I,"16,500.00"
Tangerang - Merak,Cikande,Serang Barat,Golongan II,"26,000.00"
Tangerang - Merak,Cikande,Serang Barat,Golongan III,"26,000.00"
Tangerang - Merak,Cikande,Serang Barat,Golongan IV,"33,500.00"
Tangerang - Merak,Cikande,Serang Barat,Golongan V,"33,500.00"
Tangerang - Merak,Cikande,Serang Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikande,Cilegon Timur,Golongan I,"23,000.00"
Tangerang - Merak,Cikande,Cilegon Timur,Golongan II,"36,000.00"
Tangerang - Merak,Cikande,Cilegon Timur,Golongan III,"36,000.00"
Tangerang - Merak,Cikande,Cilegon Timur,Golongan IV,"46,500.00"
Tangerang - Merak,Cikande,Cilegon Timur,Golongan V,"46,500.00"
Tangerang - Merak,Cikande,Cilegon Timur,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikande,Cilegon Barat,Golongan I,"28,000.00"
Tangerang - Merak,Cikande,Cilegon Barat,Golongan II,"44,000.00"
Tangerang - Merak,Cikande,Cilegon Barat,Golongan III,"44,000.00"
Tangerang - Merak,Cikande,Cilegon Barat,Golongan IV,"57,000.00"
Tangerang - Merak,Cikande,Cilegon Barat,Golongan V,"57,000.00"
Tangerang - Merak,Cikande,Cilegon Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Cikande,Merak,Golongan I,"30,500.00"
Tangerang - Merak,Cikande,Merak,Golongan II,"47,500.00"
Tangerang - Merak,Cikande,Merak,Golongan III,"47,500.00"
Tangerang - Merak,Cikande,Merak,Golongan IV,"61,500.00"
Tangerang - Merak,Cikande,Merak,Golongan V,"61,500.00"
Tangerang - Merak,Cikande,Merak,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Ciujung,Cikupa,Golongan I,"18,500.00"
Tangerang - Merak,Ciujung,Cikupa,Golongan II,"29,000.00"
Tangerang - Merak,Ciujung,Cikupa,Golongan III,"29,000.00"
Tangerang - Merak,Ciujung,Cikupa,Golongan IV,"37,500.00"
Tangerang - Merak,Ciujung,Cikupa,Golongan V,"37,500.00"
Tangerang - Merak,Ciujung,Cikupa,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Ciujung,Balaraja Timur,Golongan I,"16,000.00"
Tangerang - Merak,Ciujung,Balaraja Timur,Golongan II,"25,000.00"
Tangerang - Merak,Ciujung,Balaraja Timur,Golongan III,"25,000.00"
Tangerang - Merak,Ciujung,Balaraja Timur,Golongan IV,"32,000.00"
Tangerang - Merak,Ciujung,Balaraja Timur,Golongan V,"32,000.00"
Tangerang - Merak,Ciujung,Balaraja Timur,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Ciujung,Balaraja Barat,Golongan I,"13,500.00"
Tangerang - Merak,Ciujung,Balaraja Barat,Golongan II,"21,500.00"
Tangerang - Merak,Ciujung,Balaraja Barat,Golongan III,"21,500.00"
Tangerang - Merak,Ciujung,Balaraja Barat,Golongan IV,"27,500.00"
Tangerang - Merak,Ciujung,Balaraja Barat,Golongan V,"27,500.00"
Tangerang - Merak,Ciujung,Balaraja Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Ciujung,Cikande,Golongan I,"5,000.00"
Tangerang - Merak,Ciujung,Cikande,Golongan II,"7,500.00"
Tangerang - Merak,Ciujung,Cikande,Golongan III,"7,500.00"
Tangerang - Merak,Ciujung,Cikande,Golongan IV,"10,000.00"
Tangerang - Merak,Ciujung,Cikande,Golongan V,"10,000.00"
Tangerang - Merak,Ciujung,Cikande,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Ciujung,Ciujung,Golongan I,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Ciujung,Ciujung,Golongan II,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Ciujung,Ciujung,Golongan III,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Ciujung,Ciujung,Golongan IV,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Ciujung,Ciujung,Golongan V,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Ciujung,Ciujung,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Ciujung,Serang Timur ,Golongan I,"8,000.00"
Tangerang - Merak,Ciujung,Serang Timur ,Golongan II,"12,500.00"
Tangerang - Merak,Ciujung,Serang Timur ,Golongan III,"12,500.00"
Tangerang - Merak,Ciujung,Serang Timur ,Golongan IV,"16,500.00"
Tangerang - Merak,Ciujung,Serang Timur ,Golongan V,"16,500.00"
Tangerang - Merak,Ciujung,Serang Timur ,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Ciujung,Serang Barat,Golongan I,"11,500.00"
Tangerang - Merak,Ciujung,Serang Barat,Golongan II,"18,000.00"
Tangerang - Merak,Ciujung,Serang Barat,Golongan III,"18,000.00"
Tangerang - Merak,Ciujung,Serang Barat,Golongan IV,"23,500.00"
Tangerang - Merak,Ciujung,Serang Barat,Golongan V,"23,500.00"
Tangerang - Merak,Ciujung,Serang Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Ciujung,Cilegon Timur,Golongan I,"18,000.00"
Tangerang - Merak,Ciujung,Cilegon Timur,Golongan II,"28,000.00"
Tangerang - Merak,Ciujung,Cilegon Timur,Golongan III,"28,000.00"
Tangerang - Merak,Ciujung,Cilegon Timur,Golongan IV,"36,500.00"
Tangerang - Merak,Ciujung,Cilegon Timur,Golongan V,"36,500.00"
Tangerang - Merak,Ciujung,Cilegon Timur,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Ciujung,Cilegon Barat,Golongan I,"23,000.00"
Tangerang - Merak,Ciujung,Cilegon Barat,Golongan II,"36,500.00"
Tangerang - Merak,Ciujung,Cilegon Barat,Golongan III,"36,500.00"
Tangerang - Merak,Ciujung,Cilegon Barat,Golongan IV,"47,000.00"
Tangerang - Merak,Ciujung,Cilegon Barat,Golongan V,"47,000.00"
Tangerang - Merak,Ciujung,Cilegon Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Ciujung,Merak,Golongan I,"25,500.00"
Tangerang - Merak,Ciujung,Merak,Golongan II,"40,000.00"
Tangerang - Merak,Ciujung,Merak,Golongan III,"40,000.00"
Tangerang - Merak,Ciujung,Merak,Golongan IV,"51,500.00"
Tangerang - Merak,Ciujung,Merak,Golongan V,"51,500.00"
Tangerang - Merak,Ciujung,Merak,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Serang Timur ,Cikupa,Golongan I,"26,500.00"
Tangerang - Merak,Serang Timur ,Cikupa,Golongan II,"41,500.00"
Tangerang - Merak,Serang Timur ,Cikupa,Golongan III,"41,500.00"
Tangerang - Merak,Serang Timur ,Cikupa,Golongan IV,"53,500.00"
Tangerang - Merak,Serang Timur ,Cikupa,Golongan V,"53,500.00"
Tangerang - Merak,Serang Timur ,Cikupa,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Serang Timur ,Balaraja Timur,Golongan I,"24,000.00"
Tangerang - Merak,Serang Timur ,Balaraja Timur,Golongan II,"37,500.00"
Tangerang - Merak,Serang Timur ,Balaraja Timur,Golongan III,"37,500.00"
Tangerang - Merak,Serang Timur ,Balaraja Timur,Golongan IV,"48,500.00"
Tangerang - Merak,Serang Timur ,Balaraja Timur,Golongan V,"48,500.00"
Tangerang - Merak,Serang Timur ,Balaraja Timur,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Serang Timur ,Balaraja Barat,Golongan I,"21,500.00"
Tangerang - Merak,Serang Timur ,Balaraja Barat,Golongan II,"34,000.00"
Tangerang - Merak,Serang Timur ,Balaraja Barat,Golongan III,"34,000.00"
Tangerang - Merak,Serang Timur ,Balaraja Barat,Golongan IV,"44,000.00"
Tangerang - Merak,Serang Timur ,Balaraja Barat,Golongan V,"44,000.00"
Tangerang - Merak,Serang Timur ,Balaraja Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Serang Timur ,Cikande,Golongan I,"13,000.00"
Tangerang - Merak,Serang Timur ,Cikande,Golongan II,"20,500.00"
Tangerang - Merak,Serang Timur ,Cikande,Golongan III,"20,500.00"
Tangerang - Merak,Serang Timur ,Cikande,Golongan IV,"26,000.00"
Tangerang - Merak,Serang Timur ,Cikande,Golongan V,"26,000.00"
Tangerang - Merak,Serang Timur ,Cikande,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Serang Timur ,Ciujung,Golongan I,"8,000.00"
Tangerang - Merak,Serang Timur ,Ciujung,Golongan II,"12,500.00"
Tangerang - Merak,Serang Timur ,Ciujung,Golongan III,"12,500.00"
Tangerang - Merak,Serang Timur ,Ciujung,Golongan IV,"16,500.00"
Tangerang - Merak,Serang Timur ,Ciujung,Golongan V,"16,500.00"
Tangerang - Merak,Serang Timur ,Ciujung,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Serang Timur ,Serang Timur ,Golongan I,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Serang Timur ,Serang Timur ,Golongan II,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Serang Timur ,Serang Timur ,Golongan III,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Serang Timur ,Serang Timur ,Golongan IV,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Serang Timur ,Serang Timur ,Golongan V,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Serang Timur ,Serang Timur ,Golongan VI,TARIF TIDAK DITEMUKAN
Tangerang - Merak,Serang Timur ,Serang Barat,Golongan I,"3,500.00"
Tangerang - Merak,Serang Timur ,Serang Barat,Golongan II,"5,500.00"
Tangerang - Merak,Serang Timur ,Serang Barat,Golongan III,"5,500.00"
Tangerang - Merak,Serang Timur ,Serang Barat,Golongan IV,"7,000.00"
Tangerang - Merak,Serang Timur ,Serang Barat,Golongan V,"7,000.00"
Tangerang - Merak,Serang Timur ,Serang Barat,Golongan VI,"7,000.00"
Tangerang - Merak,Serang Timur ,Cilegon Timur,Golongan I,"10,000.00"
Tangerang - Merak,Serang Timur ,Cilegon Timur,Golongan II,"15,500.00"
Tangerang - Merak,Serang Timur ,Cilegon Timur,Golongan III,"15,500.00"
Tangerang - Merak,Serang Timur ,Cilegon Timur,Golongan IV,"20,000.00"
Tangerang - Merak,Serang Timur ,Cilegon Timur,Golongan V,"20,000.00"
